peopleNumber,collectionNumber,description,recipeIngredient,step,tip,href,title,typeTitle,difficulty,timeAssume,author,numOfComments,authorOfComments
19148,107,鱼面是福州连江特产，可煮可炒。,鱼面&:三团$鱿鱼&:一只$虾&:三两$青椒&:三分之一个$香菇&:六朵$空心菜&:一小把$干贝&:少许$,* 把鱼面放在开水中捞一下* 辅料洗净，切好待用* 香菇，青椒过油炒。之后加入水和干贝煮沸* 放入面后，水滚时加入虾和鱿鱼* 最后加入盐，鸡精，胡椒粉和青菜* 汤汁煮开即可关火，盛起*,无,229907,海鲜鱼面,闽菜,无,无,双诶,1,$u28176251&:嗯
12334,83,无,糯米&:4000克$晚稻米&:1000克$白糖&:2250克$花生仁&:1250克$花生油&:5000克(约耗750克)$,* 将糯米、晚稻米用清水浸泡2小时，洗净，沥干水分，加少量水磨成米浆，盛入布袋内，扎紧口，压成干浆；* 炒锅置中火上，放人花生仁炒熟，去皮，研成碎末，与白糖1250克拌成馅料；* 取大面缸1个，倒入干浆掰散，加入白糖1000克拌匀；* 竹筛铺上净布，依次取糖浆团约80克，搓圆，用手指捏成凹形，包入馅料25克，收口搓圆，捏成枣的形状，放在净布上；* 大锅置旺火卜，加花生油烧到七成热时，将每个“枣”下锅，炸至浮起油面、呈金黄色时捞起，沥干油即成。*,无,1047391,炸枣,闽菜,无,无,小豆幸福的生活,1,$u13452327796356&:这个炸枣不正宗！
71936,125,以前老家有自家做的搓小粿条，这次在市场里看到有卖，嘴就馋了。,粿条&:半斤$豆芽&:一小把$青菜&:一小把$瘦肉&:一小块$蒜&:少许$姜丝&:少许$,* 粿条切对半；豆芽、青菜洗净备用；瘦肉切丝，用少量地瓜粉、盐、料酒腌渍5分钟。* 油锅热后，蒜、姜丝爆香，瘦肉下锅滑油，起锅。* 粿条下锅翻炒几分钟，生抽、料酒沿锅边淋一些，接着，倒入豆芽、青菜，翻炒1分钟，加少许盐、白糖，把瘦肉加进去，炒匀出锅。*,无,216687,炒粿条,闽菜,无,无,piaoling99,2,$u00857018266334&:同上$u47274461901204&:福州做法应该是花菜和蟹炒白粿
15603,322,无,腐竹&:null$香菇&:null$白菜&:null$红萝卜&:null$蒜末&:适量$盐&:少许$味精&:少许$糖&:适量$生抽&:适量$,* 香菇和腐竹事先用温水泡发* 白菜切条，胡萝卜切片待用* 热锅入油，放入蒜末爆香，依次放入萝卜，白菜，腐竹和香菇翻炒至软* 加入生抽，盐和糖和少许水继续焖至熟，点入味精即可.*,对于上班族的，如果今天没有时间买菜，中午或晚上又赶时间，那么你完全可以像舞这样上班前先浸泡自己的干制品(香菇，腐竹之类)，这样可以一下班就可以利用其他冰箱中的食材搭配下，也能端上一盘简单而又营养的菜肴来，不信，你试试看哦,5293,腐竹香菇烩白菜,闽菜,切墩(初级),10分左右,舞之灵1027,0,无
30890,278,无,马蹄&:5个$肉糜&:150克$蛋&:1个$地瓜粉&:适量$葱白&:适量$盐   胡椒粉   鸡精&:null$,* 马蹄洗净去皮剁成小碎丁，葱白剁成细末待用* 肉糜中打入蛋，加入调料用筷子顺着一个方向搅拌成顺滑状* 加入马蹄丁继续搅拌顺滑* 加入葱白末和少许地瓜粉继续搅拌至粘稠状态* 锅内放入水，左手抓起适量的肉糜，从拇指和食指中间的虎口处挤出肉丸，用沾过水的勺子舀出，轻轻顺着水刚开的锅边放入（此时可以转小火）* 将勺子在水中沾下，如上继续舀入丸子(此时水保持刚开的状态）* 待丸子在锅内定型，转中火继续烧开，然后捞起即可*,舞语：,9338,马蹄肉丸,闽菜,切墩(初级),10分左右,舞之灵1027,3,$u62833107&:淀粉替代地瓜粉也是可以的吧？$sdsdsnake&:马蹄很清爽~脆脆的口感最棒了！$u69522408&:呃，上一道是土豆，这道是丸子，都是圆圆的可爱造型，我都好喜欢
3711,36,无,鲤鱼&:鲤鱼越大越美味$葱段&:null$姜片&:null$料酒&:平锅铲一满勺$醋&:平锅铲2满勺$红烧酱油&:适量$盐&:null$蒜片&:null$花椒面&:null$香菜&:null$,* 鲤鱼收拾干净去腥线，鱼身两面斜划几刀，方便入味。我买的鱼太大了我分成两半。* 锅中放入油适量加入姜片，提前加姜是为了防粘锅。开始炸鱼，这步要小心慢慢翻动，要不鱼肉会碎掉，两面炸透。表皮略变色即可，一定要鱼身都过油炸。* 鱼身炸好后，锅内留少许底油，将鱼全部摆放在锅里，下面的步骤很重要，一定按顺序执行（可以保证去掉鱼腥味）：先喷料酒、然后用醋喷一遍，再倒入酱油，（喷洒就是将料酒、醋洒在鱼身四周，此时热锅蒸发产生雾气，可去鱼腥）加入葱段、蒜片、花椒面，添入清水。要一次性加入温水，尽量多加没过鱼身。炖鱼需要慢火时间长，才会好吃啊！* 锅内水开后加盐，根据自己口味调整，一定要汤汁略咸。开锅调成小火，炖30～40分钟。* 出锅前品尝一下味道，如果鱼汤不够味可加入少量鸡精。（我家通常买活鲤鱼炖到时间会很鲜美，所以我不加）放入香菜，开吃吧，很美味的。我刚开始在妈妈的指导下做，所以鱼肉不太完整，外形不美，但味道超级棒的！鱼汤要多留啊，嘿嘿鱼汤泡饭。*,无,1359933,红烧鲤鱼,闽菜,配菜(中级),30~60分钟,一米阳光_灿灿,0,无
24862,127,无,扁肉馅儿&:一小碗$肉燕皮&:半斤$,* 这是建瓯的扁肉馅儿，老家打好带来的，很Q，很好吃。给个特写：）* 左边的是福州肉燕皮儿，用猪肉做的哦，淘宝上可以买到。买来是干的，用纱布每张燕皮沾湿一面，叠在一起，放一会儿，就可以包了。* 包好的肉燕像不像金元宝？这些量大概分2次下锅哦。* 烧一壶开水，准备肉燕的汤料：开水倒盆里（盆稍微大一些，不容易糊），加少许盐、料酒、生抽、猪油。* 锅里烧一大锅水，烧开以后，把包好的肉燕放进锅里，煮至锅中的水沸腾后，继续煮1-2分钟（因为肉是解冻的，就要稍微久一点）。* 将扁肉捞出，盛在第4步准备好的汤料中，就可以吃啦。*可以根据自己喜好，加胡椒粉、醋、葱、香菜末等等（因为没买葱、香菜，所以没放）。*,无,216218,福州肉燕,闽菜,配菜(中级),1小时以上,piaoling99,3,$u96708674833728&:很q$u32422372&:这个不正宗。肉燕的馅不是建瓯扁肉的馅，建瓯扁肉放了苏打粉，个人不喜欢那种口感$u8565943312739&:这看起来是扁肉呀
23174,263,无,糯米&:(125克)$青蟹&:(750克)$辅料：火腿肠(10克)&:null$鸭肉&:(10克)$猪肚&:(10克)$鸭肫&:(10克)$虾米&:(5克)$竹笋&:(10克)$花生仁（炸）&:(5克)$香菇（鲜）&:(5克)$大葱&:(8克)$姜&:(5克)$料酒&:(6克)$白酱油&:(5克)$胡椒&:(1克)$味精&:(1克)$猪油（炼制）&:(30克)$,* 糯米洗净，泡水30 分钟后沥干水分，上笼屉蒸熟；* 火腿等八种辅料均蒸熟切成丁；* 红鲟洗净，除去鲟鳃，脐切成片；* 将切丁块的八种辅料和糯米饭调和在一起拌匀，装在碗里，上面排上洗净切片的鲟鱼片，加葱白、姜片上旺火笼屉蒸20 分钟，取出拣去葱白和姜片；* 锅置旺火上，入上汤烧沸，加干贝汁3克、白酱油、料酒、味精、胡椒粉调味后，淋于八宝饭上即成。*,无,1041173,八宝红鲟饭,闽菜,无,无,向上少年,1,$u3201738161199&:米蒸了好久都没熟
15259,366,无,鸡肉&:500克$蛋白&:1个$姜条&:15条$花椒&:50克$生粉&:50克$食用油&:1000克$盐&:0.2克$鸡精&:0.2g$味精&:0.1g$,* 把鸡肉切块冲洗干净，放入盐，鸡精，味精，姜条先搅拌均匀* 搅拌均匀在放蛋白，生粉搅拌均匀，在放入食用油中去炸，炸熟。* 锅底留点油放入花椒去煸，在把炸好的鸡肉放入锅炒，炒干即可*,无,4220,辣子鸡,闽菜,切墩(初级),10-30分钟,名厨1,4,$u13261641125149&:辣子呢$u10961140447956&:想吃 $u57865191773758&:民以食为天吗！$u3645482687366&:鸡丁也好吃。
25891,365,无,猪脚&:1500克$盐&:少许$永春老醋&:250克$海天酱油&:少许$味精&:上线$,* 猪脚剁小块焯水，捞起后用清水洗净滤干，放到高压锅内。* 加醋，盐，味精，海天酱油（如醋少，可再加点或着加点水）* 高压锅压20分钟，如不是急着吃可用炖的味道更好！*,无,4536,香醋猪脚,闽菜,切墩(初级),30-45分钟,乐人,7,"$u10961140447956&:一定很好吃！！！ $u09291554404176&:@<a href=""/u/zgaiko.html"">随心随意</a>   爱吃醋的还好  煮完就没那么酸了 很好吃的$u09291554404176&:我最爱的醋猪脚  重点是永春老醋做的最正宗   超爱的$u57304441462101&:我在新加坡吃过，不过那边是叫＂猪脚醋＂我最喜欢拿那个汤汁泡饭了$u53196586&:色彩单调.\n$410732569&:[quote]随心随意 于2009-07-07 10:06:25说：要放半斤醋那么多啊？最后烧出来的味道会不会酸？[/quote]不会很酸，是香！$zgaiko&:要放半斤醋那么多啊？最后烧出来的味道会不会酸？"
14194,102,无,河鳗&:(500克)$盐&:(5克)$料酒&:(15克)$大蒜&:(15克)$姜&:(10克)$小葱&:(15克)$,* 河鳗洗净，用草纸擦身去粘液，把鱼身均匀切10 段，刀切至中骨，不要斩断，用筷子卷出肚肠；* 将洗净的河鳗放在四成热的开水烫一下，洗净粘液，再用开水冲去血水，然后用清水洗净；* 蒜头切去头尾，过油后，焯水去浮污；* 将鳗鱼、蒜头装盖碗中，入上汤500毫升、精盐、料酒、生姜、葱结，用棉纸封口，盖上盖子，进笼屉大火蒸30 分钟；* 成熟后除去棉纸、葱结、姜片即成。*,无,1041177,香露河鳗,闽菜,无,无,向上少年,0,无
11470,348,无,鸡腿&:2只$菠萝&:1/4个或更少$青椒&:适量$洋葱&:适量$胡萝卜&:适量$九制话梅&:适量$盐&:适量$白胡椒粉&:适量$生抽&:适量$白糖&:适量$水淀粉&:适量$,* 鸡腿肉洗净，去皮，去骨，切成大小适中的肉块，加盐，白胡椒粉，生抽腌制入味，我还放了两颗话梅进去一起腌。* 菠萝洗净后切小块，放入淡盐水中浸泡，然后捞出沥干水分；洋葱、胡萝卜、青椒洗净后都切成菱形块。* 取小碗，放入几颗九制话梅，再加一点温水泡成酸酸甜甜的话梅水。可以泡的久一点味道会更浓。* 最后调一点味汁，两小勺生抽，两小勺白糖，一小勺醋，少许盐，再倒入泡好的话梅水，连同话梅一起倒入。* 取炒锅，倒入少许油，烧热后放入鸡腿肉块，变色后捞出，用锅里剩下的油爆香洋葱。*放入胡萝卜和青椒，略炒几下后放入鸡肉，倒入刚刚调好的味汁，连同话梅一起倒入。* 最后倒入菠萝块，略煮后加盐调味，拌炒均匀后勾芡即可。*,无,8933,菠萝话梅鸡块,闽菜,切墩(初级),10-30分钟,优优思密达,0,无
26484,355,无,南瓜&:null$糯米粉&:null$黑白芝麻&:适量$,* 将南瓜切片放入微波炉高火5分钟左右至熟趁热压成泥* 稍微放凉后慢慢加入糯米粉，以糅搓成耳垂般柔软为佳* 分成小团，用手压扁，双面拍上芝麻轻轻按下* 锅内少油，小火煎至熟即可*,无,7015,黄金芝麻饼,闽菜,切墩(初级),10分左右,舞之灵1027,1,$u50598301&:用焗炉做效果不知道怎样？
2516,31,无,花蛤&:250g$姜&:少许$干辣椒&:2只$大蒜&:少许$绿辣椒&:2个$,* 先准备好食材，花蛤一定要提前吐干净，也可以菜市场直接买吐好的，准备好其他辅材* 锅里热油，将干辣椒，姜，大蒜爆香，加入主角花蛤* 加入少许盐，煸炒到水干（因为花蛤里有水分要炒干了才能更好入味）加入料酒，酱油，适量的水，中火煮三～五分钟* 闷到差不多开口了，就可以加入青椒了，继续煸炒* 这个时候香味就出来了，加入少许鸡精就可以了（一般外面吃的都有加豆瓣酱，豆瓣酱很浓会掩盖花蛤本身的鲜味，不建议放）* 装盘，来一口真是肥美多汁，夏天怎能错过呢！*,无,1421981,夏日花蛤,闽菜,切墩(初级),10~30分钟,大奥cook,1,$u59489124293340&:看起来很还吃的样子呢，试一试哦~ 
29163,535,无,嫩鸡肉&:300克$番茄酱&:50克$绍酒&:20克$酱油&:20克$白糖&:10克$小苏打&:5克$水淀粉&:20克$胡椒粉&:1克$葱姜片&:20克$姜末&:2克$花生油&:500克$黄酒&:少许$味精&:少许$,* 将鸡肉横切成2厘米长的薄片，放入碗内，加小苏打、酱油，l0克、胡椒粉、水淀粉，绍酒、姜末和清水，l00克，浸，l0分钟后加入花生油，腌，l小时；* 炒锅上火，油烧至六成热，放入鸡肉片，拌和，待鸡肉色白时，倒入漏勺沥油；* 炒锅内放少许油将番茄酱、精盐、黄酒、白糖、味精、少许汤，用水淀粉勾芡加麻油炒好淋在肉上即可。*,无,331,茄汁鸡肉,闽菜,切墩(初级),10,baixiong,0,无
33659,385,无,苦瓜&:null$花蛤&:null$姜片&:适量$盐&:少许$,* 花蛤买回来洗净用盐水浸泡(这样可以帮助吐沙) ，苦瓜切薄片待用* 锅内加入清水，放入姜片和花蛤，待水开时加入苦瓜片* 将水面上的杂质泡沫滤净，捞出姜片滴1-2滴香油即可*,小记:蛤蜊等贝类本身极富鲜味，烹制时千万不要再加味精，也不宜多放盐，(也可以不放，本身有咸味了)，以免鲜味反失,5158,花蛤苦瓜汤,闽菜,切墩(初级),10分左右,舞之灵1027,1,
25339,143,无,带鱼&:null$香葱&:null$油&:适量$盐&:适量$十三香&:适量$孜然粉&:适量$回香&:2朵$,* 带鱼洗好切断 ，放之孜然粉 ， 十三香 ， 盐 ，腌制30分钟 。* 将葱切好备用 。* 锅热放油 ， 挖开回香先下油锅 。* 带鱼放回香上面煎黄 。* 带鱼两面煎黄 ，放上黄酒等会出锅 。*,无,750384,油煎带鱼,闽菜,无,无,秀外慧中818,5,"$u12160321132041&:还不$u72230041801023&:@<a href=""/u/u88066892961674.html"">爱吃爱玩www</a> 谢谢你的夸奖：朋友$u88066892961674&:做的真好，漂亮！$u72230041801023&:@<a href=""/u/u47698100429344.html"">yun多多</a> 是的：朋友！$u47698100429344&:香香的好吃 "
38964,406,无,鲍鱼&:null$豆豉&:适量$葱末&:适量$红椒末&:适量$蒜末&:适量$,"* 鲍鱼去除内脏洗净，在面上划上十字花刀待用* 热锅冷油爆香蒜末，姜末，接着放入豆豉酱小火炒香* 将""2""中调料码在鲍鱼面上，入开水锅蒸5分钟取出，洒上葱花，辣椒末* 锅内放油烧热后浇在蒸在鲍鱼上即可.*",无,4982,豆豉蒸鲍鱼---美丽厨娘,闽菜,切墩(初级),10分左右,舞之灵1027,5,$u10961140447956&:想念啊 $u50164468&:[quote]allen 于2009-08-18 13:29:39说：这个味道如何呢？想知道！[/quote]\n唇齿留香，好极了，你可以试下$u50164468&:[quote]树里闻歌 于2009-08-25 11:45:02说：有点奢侈呢[/quote]\n在我们这里很便宜的，夏天常吃$u51101046&:有点奢侈呢$allen&:这个味道如何呢？想知道！
11723,112,无,净肥鸭&:一只约重1250克$精盐&:50克$味精&:5克$猪油&:25克$大米&:100克$茶叶&:25克$,* 在干铁锅的中间撒上大米和茶叶，淋入猪油，上架一圆形铁线网盘（距锅底约15厘米），将鸭放在铁线网盘上，盖上锅盖，盖边缝隙用湿布围密。* 在锅底中间部烧火，使锅内的大米和茶叶缓烧成烟，熏透全鸭。此步骤是关键的一步，如何判断烟熏的成色恰到好处？观察的方法是：待锅盖缝隙处冒出的烟气由白色转为黄色时，即可掀盖出锅，放在大盆中。* 用热鸭汤约100克，加入精盐10克、味精5克调匀，倒入鸭腹内，浸渍约2小时。* 倒去鸭腹内汤汁，切块装盘，带蒜头醋一碟上桌。*,无,1041168,尤溪卜鸭,闽菜,无,无,向上少年,0,无
4339,33,宝宝辅食请关注. 超人妈咪蒲蒲,牛肉&:95g$淀粉&:20g$芝士&:1条$蛋清&:1个$马蹄&:1个$,* 全家福* 马蹄，牛肉剁碎，加入淀粉，蛋清* 拌匀，芝士撕成小块，大约1厘米见方* 芝士放在肉馅中间* 搓成丸子，我搓圆的技术越来越好了* 隔水蒸15分钟，我一般是水开了才放丸子* 出锅了，大一点的宝宝其实我觉得煎一下更美味，*,无,1423202,爆浆牛肉芝士丸,闽菜,配菜(中级),10~30分钟,超人妈咪蒲蒲,1,$u59489124293340&:看着就好吃啊，跟你取经喽~ 
6144,109,无,大豆腐&:一块$猪肉馅&:200g$虾仁&:100g$花蚬子&:100g$香菜&:1棵$大葱&:1棵$姜&:一小块$鸡蛋清&:1个$干淀粉&:2茶匙$色拉油&:适量$香油&:适量$酱油&:适量$味精&:适量$盐&:适量$,* 准备粗糙的大豆腐一块，再准备一块纱布备用。* 用纱布把豆腐的水撰干，待用。* 豆腐中加入切碎的葱白，鸡蛋清，淀粉，和匀。* 猪肉馅里放入准备好的香菇，适量盐和味精，可少放入一些香油，和匀。虾仁剁成虾泥。待用。* 先把虾仁握成丸子，包上一层猪肉馅。 最好先把所有的“真心馅”做好，这样包豆腐的时候会大小均匀。* 握一块豆腐，按成饼，包住肉丸。豆腐包在外面后，用手握紧实一些。把所有的丸子做好后待用。 * 包丸子的时候我们可以做一锅开水，水一定要没过丸子。不然煮出的颜色不一样，漏在外面的颜色会深。水开了后放入丸子煮15分钟，闷5分钟。* 煮丸子的同时我们做花蚬子汤。花蚬子洗干净，用清水煮熟，当蚬子全部张嘴的时候我们把煮好的丸子放进去，再加入适量的盐和味精，点几滴香油，收火前放入葱花和香菜即可。*,无,1050557,真心豆腐,闽菜,无,无,向上少年,2,$u48441319253406&:我喜欢这名字  挺搭配的$u11882767927573&:豆腐丸子，还有海鲜，我喜欢 
27397,414,无,排骨&:500克$海带&:200克$薏米&:200克$盐&:少许$姜片&:少许$,* 排骨事先灼水，去除杂物，海带用水清洗稍微泡下即可.薏米少许洗净* 将以上材料一起放入炖盅里，加上一小块的姜片，隔水炖1.5小时即可* 食用前加入少许盐，味精就能吃啦*,海带在我们这里常吃，因为靠海哈.夏秋时候我经常用来煲汤，味道非常鲜美的，不用泡发，直接冲洗干净就可以和荤类的一起熬煮,5466,海带薏米排骨汤,闽菜,切墩(初级),10,舞之灵1027,2,$u89705748486479&:不要加味精更好，加了味精就失去了原有的鲜味啦$u42790168787193&:不错哦
24050,419,无,肉(带点肥的&:null$茭白&:null$西芹&:适量$胡萝卜丁&:适量$蒜末&:少量$盐&:少许$料酒&:少许$味精&:少许$糖&:少许$,* 茭白切成片入开水中过下去，西芹剥去外衣切成丁待用* 肉切薄片用盐和料酒，水淀粉腌制15分钟* 热锅冷油将肉片放入滑至肉变白即可盛出* 锅内入油放入蒜末爆香，加入茭白翻炒片刻，然后下入胡萝卜丁中火炒* 加入西芹和肉丝大火翻炒至熟(这个很快，只要1-2分钟左右)，加入盐，糖，生抽，味精即可出锅*,茭白一定要用热水灼下，这样可以去除草酸,5321,茭白炒肉丝,闽菜,切墩(初级),10分左右,舞之灵1027,2,"$u50164468&:@<a href=""/u/u19561088572557.html"">stroLee</a> 客气了$u19561088572557&:介绍的很棒儿，今天做的蛮好吃，茭白原来还有这么多功效，学习了！"
14651,379,无,排骨&:1斤$橙子&:适量$盐&:少许$料酒&:少许$生抽&:少许$鸡精&:适量$淀粉&:少许$,* 排骨洗净斩成寸断用盐，料酒，淀粉腌制15分钟左右* 橙子炸好取汁和果肉待用* 热锅油温7成左右放入腌制好的排骨炸熟* 另起锅，倒入橙汁和果肉，水，烧开后加入炸好的排骨* 放入生抽，糖，白醋再次烧开后转小火半小时左右至收汁即可*,无,7790,橙汁排骨--水果人菜好滋味,闽菜,切墩(初级),30-45分钟,舞之灵1027,6,$u64226987753385&:橙汁排骨$u69936298&:口水都要出来了，好想吃哟，[爱]$u50164468&:[quote]珍珠米 于2010-02-21 22:52:23说：专家就是不一样，卖相非常诱人！[/quote]\n您过奖了哦$u50164468&:[quote]小豆 于2010-02-21 17:49:13说：这个看上去很不错，应该很甜吧！[/quote]\n酸甜可口呢$u61127536&:专家就是不一样，卖相非常诱人！$u63284478&:这个看上去很不错，应该很甜吧！
3559,37,米鱼丸健康好吃,新鲜米鱼&:500g$精肉&:250g$,* 先把米鱼切成块* 去皮去骨* 把鱼肉和精肉剁成泥，* 放点料酒和盐* 然后锅里水煮开，把圆子下锅，等浮上来就可以了* 出锅放点盐葱就可以直接吃*,无,1420042,米鱼肉丸,闽菜,配菜(中级),10~30分钟,may私厨,0,无
26930,434,无,丁螺&:null$黄豆酱&:null$料酒&:适量$酱油&:适量$糖&:少许$姜&:5克$葱&:5克$,* 丁螺事先减去尾部冲洗干净(我请卖家减的哈) ，姜和葱切丝* 热锅5成热油温放入姜葱丝爆香，加入黄豆酱炒香* 加入丁螺翻炒，烹入料酒，加入酱油和糖，水，转中小火煮* 看见有螺肉上的壳开始脱落了，转大火煮至汁稠即可*,无,6385,酱炒丁螺,闽菜,切墩(初级),10分左右,舞之灵1027,0,无
29928,566,无,腌牛肉&:250克$酸菜茎薄片&:200克$葱白&:适量$辣椒&:适量$蒜茸&:适量$,* 用芡汤、糖、醋与湿淀粉调为芡；* 烧锅入油，牛肉放入，拌炒至仅熟放入漏勺里；* 锅中留油，将配料、酸菜片放入锅中炒香，放入牛肉炒匀，淋入绍酒随即把碗芡倒入炒匀，淋入麻油上碟即可。*,无,329,酸菜牛肉,闽菜,切墩(初级),10,baixiong,6,"$u54594580559350&:牛肉用啤酒浸过会去腥柔嫩$u28086196874707&:牛肉要先处理一下吗？
$u19040600&:明天试试...$u78582892&:肯定很好吃$dgxingxing&:看着不错，有口水感$allen&:good!"
4491,37,无,香菇&:10个$胡萝卜&:一根$包菜&:依饭量而订$玉米粒&:250g$,* 1、胡萝卜，五花肉切丁，包菜切成小小的一片，香菇切丝不要太细。* 开火等到锅热了，放油放五花肉丁放一点点蒜蓉加入包菜胡萝卜玉米粒香菇炒熟捞起来装盘。* 米洗好用电饭煲煮到第一次水干放刚才炒好的菜下去伴均匀。* 用碗放点盐加入水，撒到拌好的米饭上。按下煮饭跳过来就可以吃了。*,无,1417865,福建咸饭,闽菜,切墩(初级),30–60分钟,黑猫用眼睛勾我魂,2,$u68885546632559&:做的时候忘记拍了$u60296849123047&:感觉多些步骤图会好一些呢 
3227,40,无,大蒜&:两个$糖&:半勺$盐&:半勺$油&:看着倒$,* 切碎* 放入油，倒入蒜末* 颜色变金黄色即可*,无,1422096,蒜蓉沫,闽菜,配菜(中级),10-30分钟,M食m,0,无
7343,127,无,瘦精肉&:适量$盐&:少量$糖&:少量$鱼露&:少量$蜂蜜&:适量$黑胡椒粉&:适量$生抽&:少量$白芝麻&:适量$,* 瘦精肉绞碎 加入除白芝麻以外所有的东西，蜂蜜我家了2调羹（陶瓷）糖我也家里，不过我的蜂蜜不是很甜的那种，亲们如果蜂蜜甜的话就不要加糖了，搅拌（一个方向）搅匀后放入冰箱冷藏半个小时* 取一张锡纸将肉放上去肉上发放保鲜膜，将肉杆平，薄， 将保鲜膜取掉，肉上涂抹蜂蜜，撒上白芝麻， 烤箱200度预热5分钟 再将肉放进烤箱上下烘烤10分钟* 然后取出把肉反一面，涂抹蜂蜜，撒上白芝麻，在烤10分钟 （每个人烤箱不一样，烤的时间也有偏差，具体看你的烤箱）然后考好拿出来切切就好了* 成品*,无,986825,自制猪肉脯,闽菜,切墩(初级),30~60分钟,F-小灰灰-w-,0,无
19487,186,最怀念的粽子，每年老家端午节每家每户都包的粽子都有不同的味道。,糯米&:5斤$五花肉&:2斤$鸡蛋&:10个$香菇&:适量$粽叶&:3把$猪筒骨汤&:null$干虾仁&:null$干贝&:null$海蛎干&:null$料酒&:适量$蚝油&:适量$老抽&:null$葱油&:null$十三香&:null$盐&:null$鸡精&:null$,* 把糯米浸泡5个小时，粽叶用开水煮15分钟在拿出来用清水洗刷几遍* 锅内放，葱油，料酒，蚝油，盐，鸡精，糯米。编炒8分钟，一定要小火。      把猪肉鸡蛋红烧。猪肉切成2厘米宽，鸡蛋分成4半。* 开始包粽子了，粽叶一定要包紧。包好的粽子在猪筒骨汤里煮40分钟就ok。* 筒骨汤一定要水滚了在下粽子。* 红葱酥*,无,225348,泉州肉粽,闽菜,无,无,品味人生1980,6,"$u65431411106299&:请问这个红葱酥最后是什么意思啊！$u70076464185043&:@<a href=""/u/u89096839356726.html"">leelonulojs</a>    蒜蓉辣椒酱$u89096839356726&:酱料怎么做$u78043873204064&:怎么可以用塑料绳绑粽子 $u9917335035615&:今后做$u80460049119494&:我也是泉州的"
4927,37,无,野生海鳗&:400克$干香菇&:50克$姜片&:6片$蒜&:3瓣$酸菜&:1棵$葱&:1棵$芹菜&:1棵$冰糖&:2粒$盐&:4克$料酒&:1勺$生抽&:4勺$黑胡椒&:2克$水&:2碗$花生油&:25克$,* 海鳗洗去血水，用1克盐、1勺生抽、黑胡椒、料酒抓匀腌制10分钟* 干香菇泡发，挤干水份备用* 葱姜蒜、芹菜、酸菜切好备用* 热锅烧热油* 下姜片、蒜瓣煸香* 鳗鱼皮朝下，放在姜片蒜瓣上，稍微煎一煎* 用筷子翻面，再微煎，撒盐* 香菇、酸菜铺上去* 放冰糖* 加入生抽、水* 盖上锅盖，中火焖煮* 随时开盖，观察水量* 快收干汁时放入葱、芹菜段，再盖盖子焖至收干汁。即可出锅。* 成品图1* 成品图2* 立秋来一块！！贴膘啦~~~*,1.鳗鱼尽量购买野生海鳗，人工饲养近年来都有喂养激素药类；,1425549,滋味红烧海鳗,闽菜,切墩(初级),10-30分钟,微笑momo宝贝,5,"$u83575832944638&:看的好饿$u47601242989769&:@<a href=""/u/u67613703822335.html"">Yearskshc</a> 肉质细腻，紧实。好吃$u67613703822335&:看起来很嫩$u47601242989769&:@<a href=""/u/u67885793627888.html"">Janelalala</a> 鲫鱼、马鲛鱼、带鱼也可以用这个办法吃。$u67885793627888&:必须鳗鱼吗？别的行吗 "
18132,445,无,土豆&:null$干辣椒&:null$青椒&:适量$蒜&:适量$花椒&:适量$,* 土豆切成细丝，蒜切末，干辣椒和青椒切丝* 将土豆丝入开水中焯10秒左右迅速捞起过凉水* 锅内冷油小火熬香花椒，取出（留几颗即可）放入蒜末和干辣椒丝爆香* 转大火放入沥干水的土豆丝，加入盐，白醋翻炒均匀* 最后加入青椒丝翻炒后加入鸡精即可*,舞语：,7488,椒香土豆丝,闽菜,切墩(初级),10分左右,舞之灵1027,2,$u10729107&:对呀对呀$u61564286&:卖相真棒！炒土豆丝看似简单，其实最考验厨艺了！
11738,169,无,手打面&:100g$鸡蛋&:2个$胡萝卜&:四分之一根$葱&:半根$猪油&:一勺$生抽&:适量$,* 备料：葱、胡萝卜洗净，切好备用；汤锅水烧开，放入面条煮大概五分钟就可以了。* 猪油入锅加热* 盘子里加适量生抽、葱花、盐；倒入加热好的猪油* 趁水煮面条的时间煎俩鸡蛋* 捞出煮熟的面条装盘，胡萝卜在面汤里烫下控水后码入盘。* 拌匀后就可以开吃啦*,猪油要加热好再装盘；趁汤锅煮面条的时间同时进行其他步骤；以上用料可以做两碗拌面,713305,闽式猪油拌面,闽菜,无,无,宝盒,0,无
48022,456,无,龙头鱼&:1条$姜&:适量$葱白&:适量$椒盐&:适量$,* 将龙头鱼头部剪去，去除内脏清洗干净，用姜片，腌制15分钟以上* 腌制后沥干水分，扑上生粉* 锅内入油，大概6-7成油温放入龙头鱼炸至2面金黄即可* 沥干油趁热撒上椒盐就OK啦*,无,7138,椒盐龙头鱼,闽菜,切墩(初级),30-45分钟,舞之灵1027,1,$u15832704&:没有这么简单啊
